Ticket_ID,Customer_ID,Customer_Name,Customer_Email,Customer_Country,Customer_Language,Channel,Query_Category,Query_Subcategory,Customer_Query_Text,Intent_Detected,Sentiment_Score,Priority_Level,AI_Response_Text,Human_Escalation_Flag,Resolution_Status,Resolution_Time,Customer_Feedback_Rating,Follow_Up_Required,Timestamp
TKT-10231,CUST-5231,User231,user231@example.com,UAE,Arabic,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.81,Low,AI provided a helpful response.,FALSE,Pending,53,2,FALSE,2026-01-18T18:44:19.728667
TKT-10232,CUST-5232,User232,user232@example.com,USA,Urdu,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.59,Critical,AI provided a helpful response.,TRUE,Escalated,22,1,FALSE,2026-01-30T22:02:19.728667
TKT-10233,CUST-5233,User233,user233@example.com,India,Hindi,Email,Technical,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.58,Medium,AI provided a helpful response.,FALSE,Escalated,5,1,FALSE,2025-12-19T02:18:19.728667
TKT-10234,CUST-5234,User234,user234@example.com,UK,Urdu,WhatsApp,Billing,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.77,High,AI provided a helpful response.,TRUE,Resolved,59,4,FALSE,2026-01-12T06:38:19.728667
TKT-10235,CUST-5235,User235,user235@example.com,UK,Hindi,Web,Account,Payment Failure,Customer is facing an issue and needs support.,Get Help,-0.95,Medium,AI provided a helpful response.,TRUE,Resolved,17,3,FALSE,2025-12-29T14:43:19.728667
TKT-10236,CUST-5236,User236,user236@example.com,India,Hindi,Web,Account,Bug Report,Customer is facing an issue and needs support.,Request Info,-0.47,High,AI provided a helpful response.,FALSE,Pending,56,3,FALSE,2025-12-31T15:17:19.728667
TKT-10237,CUST-5237,User237,user237@example.com,Germany,Hindi,Email,Product,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.57,Low,AI provided a helpful response.,TRUE,Resolved,31,4,TRUE,2026-01-20T19:20:19.728667
TKT-10238,CUST-5238,User238,user238@example.com,USA,Arabic,Email,Account,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.16,High,AI provided a helpful response.,FALSE,Escalated,38,1,TRUE,2026-01-24T18:28:19.728667
TKT-10239,CUST-5239,User239,user239@example.com,Germany,Arabic,Email,Account,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0.23,Medium,AI provided a helpful response.,TRUE,Pending,11,2,TRUE,2026-01-29T15:26:19.728667
TKT-10240,CUST-5240,User240,user240@example.com,India,Hindi,Email,Technical,Refund Request,Customer is facing an issue and needs support.,Get Help,0.28,High,AI provided a helpful response.,FALSE,Escalated,22,4,FALSE,2026-02-07T23:54:19.728667
TKT-10241,CUST-5241,User241,user241@example.com,UK,Arabic,Email,Billing,Refund Request,Customer is facing an issue and needs support.,Complaint,0,Low,AI provided a helpful response.,FALSE,Pending,20,5,FALSE,2025-12-22T18:49:19.728667
TKT-10242,CUST-5242,User242,user242@example.com,Pakistan,Urdu,Email,Product,Refund Request,Customer is facing an issue and needs support.,Get Help,0.75,Medium,AI provided a helpful response.,TRUE,Pending,41,5,TRUE,2025-12-11T22:29:19.728667
TKT-10243,CUST-5243,User243,user243@example.com,Pakistan,Arabic,WhatsApp,Product,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.08,Low,AI provided a helpful response.,TRUE,Escalated,31,5,FALSE,2026-01-11T01:10:19.728667
TKT-10244,CUST-5244,User244,user244@example.com,France,French,Email,Billing,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.86,High,AI provided a helpful response.,FALSE,Pending,2,2,TRUE,2025-12-24T07:36:19.728667
TKT-10245,CUST-5245,User245,user245@example.com,Canada,Arabic,Web,Product,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.07,High,AI provided a helpful response.,TRUE,Resolved,56,2,TRUE,2025-12-08T22:31:19.728667
TKT-10246,CUST-5246,User246,user246@example.com,India,French,WhatsApp,Account,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.43,Critical,AI provided a helpful response.,FALSE,Escalated,26,2,FALSE,2026-01-18T15:35:19.728667
TKT-10247,CUST-5247,User247,user247@example.com,Pakistan,French,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.1,High,AI provided a helpful response.,FALSE,Resolved,37,4,TRUE,2025-12-18T16:39:19.728667
TKT-10248,CUST-5248,User248,user248@example.com,UK,English,Web,Account,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.32,High,AI provided a helpful response.,FALSE,Escalated,17,1,TRUE,2026-01-29T22:59:19.728667
TKT-10249,CUST-5249,User249,user249@example.com,USA,Urdu,Chat,Product,Refund Request,Customer is facing an issue and needs support.,Complaint,0.77,Medium,AI provided a helpful response.,TRUE,Pending,28,1,FALSE,2026-01-07T14:52:19.728667
TKT-10250,CUST-5250,User250,user250@example.com,Canada,Arabic,Web,Account,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0.08,Critical,AI provided a helpful response.,FALSE,Pending,16,4,TRUE,2026-01-10T17:30:19.728667
TKT-10251,CUST-5251,User251,user251@example.com,Australia,English,Web,Billing,Refund Request,Customer is facing an issue and needs support.,Get Help,0.52,Low,AI provided a helpful response.,TRUE,Pending,60,5,FALSE,2026-01-14T10:43:19.728667
TKT-10252,CUST-5252,User252,user252@example.com,Canada,Hindi,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.21,Low,AI provided a helpful response.,FALSE,Pending,65,4,TRUE,2025-12-29T17:43:19.728667
TKT-10253,CUST-5253,User253,user253@example.com,USA,Arabic,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.41,Low,AI provided a helpful response.,FALSE,Escalated,9,4,TRUE,2025-12-21T13:34:19.728667
TKT-10254,CUST-5254,User254,user254@example.com,Australia,English,Email,Product,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.52,Low,AI provided a helpful response.,TRUE,Pending,63,3,FALSE,2026-01-15T21:58:19.728667
TKT-10255,CUST-5255,User255,user255@example.com,UAE,Arabic,Chat,Technical,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.4,High,AI provided a helpful response.,FALSE,Pending,71,5,TRUE,2026-02-01T21:10:19.728667
TKT-10256,CUST-5256,User256,user256@example.com,Pakistan,Urdu,Web,Product,Login Issue,Customer is facing an issue and needs support.,Complaint,0.18,Critical,AI provided a helpful response.,FALSE,Escalated,19,3,FALSE,2025-12-21T18:07:19.728667
TKT-10257,CUST-5257,User257,user257@example.com,Germany,French,WhatsApp,Product,Login Issue,Customer is facing an issue and needs support.,Cancel Service,-0.91,Critical,AI provided a helpful response.,FALSE,Escalated,13,3,TRUE,2026-02-04T07:09:19.728667
TKT-10258,CUST-5258,User258,user258@example.com,Pakistan,Hindi,Chat,Billing,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.09,Critical,AI provided a helpful response.,FALSE,Pending,23,1,FALSE,2026-01-21T15:19:19.728667
TKT-10259,CUST-5259,User259,user259@example.com,Pakistan,English,Email,Account,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.13,Critical,AI provided a helpful response.,TRUE,Resolved,49,1,FALSE,2026-02-06T02:50:19.728667
TKT-10260,CUST-5260,User260,user260@example.com,Germany,Arabic,Web,Technical,Login Issue,Customer is facing an issue and needs support.,Request Info,-0.46,Critical,AI provided a helpful response.,FALSE,Escalated,28,4,TRUE,2026-01-27T22:06:19.728667
TKT-10261,CUST-5261,User261,user261@example.com,UAE,French,WhatsApp,Delivery,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.96,High,AI provided a helpful response.,TRUE,Escalated,38,2,TRUE,2025-12-14T14:51:19.728667
TKT-10262,CUST-5262,User262,user262@example.com,USA,German,Email,Technical,General Inquiry,Customer is facing an issue and needs support.,Complaint,0.07,Low,AI provided a helpful response.,FALSE,Resolved,50,1,TRUE,2025-12-26T00:31:19.728667
TKT-10263,CUST-5263,User263,user263@example.com,France,German,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.06,Critical,AI provided a helpful response.,FALSE,Escalated,37,4,TRUE,2025-12-05T04:12:19.728667
TKT-10264,CUST-5264,User264,user264@example.com,France,German,Web,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.6,High,AI provided a helpful response.,TRUE,Resolved,22,4,TRUE,2025-12-04T17:17:19.728667
TKT-10265,CUST-5265,User265,user265@example.com,Pakistan,Urdu,WhatsApp,Account,Bug Report,Customer is facing an issue and needs support.,Request Info,-0.62,High,AI provided a helpful response.,TRUE,Pending,1,3,TRUE,2026-01-09T17:03:19.728667
TKT-10266,CUST-5266,User266,user266@example.com,India,Hindi,Email,Account,Login Issue,Customer is facing an issue and needs support.,Request Info,-0.03,Critical,AI provided a helpful response.,TRUE,Resolved,71,3,FALSE,2025-12-16T06:17:19.728667
TKT-10267,CUST-5267,User267,user267@example.com,Pakistan,German,Chat,Delivery,Bug Report,Customer is facing an issue and needs support.,Get Help,0.99,Low,AI provided a helpful response.,FALSE,Pending,5,2,FALSE,2026-01-14T00:16:19.728667
TKT-10268,CUST-5268,User268,user268@example.com,Pakistan,Arabic,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Get Help,-0.29,Medium,AI provided a helpful response.,FALSE,Escalated,20,3,TRUE,2026-01-08T14:38:19.728667
TKT-10269,CUST-5269,User269,user269@example.com,Australia,Arabic,Web,Billing,Bug Report,Customer is facing an issue and needs support.,Request Info,0.5,High,AI provided a helpful response.,FALSE,Pending,20,3,TRUE,2026-02-02T08:16:19.728667
TKT-10270,CUST-5270,User270,user270@example.com,India,Arabic,Chat,Billing,Login Issue,Customer is facing an issue and needs support.,Get Help,0.78,Low,AI provided a helpful response.,TRUE,Escalated,19,2,TRUE,2026-01-11T10:36:19.728667
TKT-10271,CUST-5271,User271,user271@example.com,UK,English,WhatsApp,Delivery,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.72,High,AI provided a helpful response.,FALSE,Pending,37,4,FALSE,2025-12-11T10:08:19.728667
TKT-10272,CUST-5272,User272,user272@example.com,UK,Urdu,Chat,Product,Bug Report,Customer is facing an issue and needs support.,Request Info,-0.16,Low,AI provided a helpful response.,FALSE,Pending,25,4,TRUE,2025-12-04T18:04:19.728667
TKT-10273,CUST-5273,User273,user273@example.com,India,French,Email,Billing,Login Issue,Customer is facing an issue and needs support.,Cancel Service,-0.74,Low,AI provided a helpful response.,TRUE,Pending,59,3,FALSE,2026-01-09T15:04:19.728667
TKT-10274,CUST-5274,User274,user274@example.com,USA,English,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Cancel Service,-0.13,Critical,AI provided a helpful response.,TRUE,Resolved,63,3,TRUE,2026-01-08T22:43:19.728667
TKT-10275,CUST-5275,User275,user275@example.com,Germany,Urdu,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.32,Critical,AI provided a helpful response.,TRUE,Pending,8,3,FALSE,2025-12-05T05:19:19.728667
TKT-10276,CUST-5276,User276,user276@example.com,UAE,Hindi,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.15,Critical,AI provided a helpful response.,TRUE,Escalated,29,5,TRUE,2026-02-04T06:00:19.728667
TKT-10277,CUST-5277,User277,user277@example.com,Germany,German,WhatsApp,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,0.96,High,AI provided a helpful response.,FALSE,Resolved,60,3,FALSE,2026-01-05T03:00:19.728667
TKT-10278,CUST-5278,User278,user278@example.com,Canada,French,Email,Product,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.07,Low,AI provided a helpful response.,FALSE,Pending,36,4,TRUE,2026-02-01T10:38:19.728667
TKT-10279,CUST-5279,User279,user279@example.com,France,German,Email,Product,Refund Request,Customer is facing an issue and needs support.,Complaint,0.13,Low,AI provided a helpful response.,FALSE,Resolved,13,2,TRUE,2026-01-09T19:54:19.728667
TKT-10280,CUST-5280,User280,user280@example.com,UAE,Arabic,Email,Product,Refund Request,Customer is facing an issue and needs support.,Complaint,0.64,Low,AI provided a helpful response.,TRUE,Escalated,45,4,TRUE,2026-01-07T05:46:19.728667
TKT-10281,CUST-5281,User281,user281@example.com,Germany,French,Email,Account,Bug Report,Customer is facing an issue and needs support.,Request Info,0.45,High,AI provided a helpful response.,FALSE,Pending,30,4,TRUE,2026-01-25T21:02:19.728667
TKT-10282,CUST-5282,User282,user282@example.com,Germany,Arabic,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.24,High,AI provided a helpful response.,FALSE,Resolved,4,5,FALSE,2025-12-07T06:41:19.728667
TKT-10283,CUST-5283,User283,user283@example.com,Canada,French,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.47,Critical,AI provided a helpful response.,TRUE,Resolved,40,2,FALSE,2025-12-14T20:07:19.728667
TKT-10284,CUST-5284,User284,user284@example.com,Australia,German,Email,Account,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.11,Low,AI provided a helpful response.,TRUE,Pending,27,5,TRUE,2026-01-27T22:10:19.728667
TKT-10285,CUST-5285,User285,user285@example.com,Germany,Hindi,Web,Billing,Bug Report,Customer is facing an issue and needs support.,Cancel Service,-0.53,Medium,AI provided a helpful response.,TRUE,Resolved,61,5,FALSE,2025-12-29T16:20:19.728667
TKT-10286,CUST-5286,User286,user286@example.com,Germany,Arabic,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.08,High,AI provided a helpful response.,FALSE,Escalated,46,3,FALSE,2025-12-30T09:43:19.728667
TKT-10287,CUST-5287,User287,user287@example.com,India,English,WhatsApp,Product,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.4,Critical,AI provided a helpful response.,FALSE,Resolved,17,5,FALSE,2026-01-09T00:10:19.728667
TKT-10288,CUST-5288,User288,user288@example.com,Australia,German,WhatsApp,Product,Login Issue,Customer is facing an issue and needs support.,Cancel Service,-0.85,Critical,AI provided a helpful response.,FALSE,Pending,5,1,FALSE,2025-12-26T22:09:19.728667
TKT-10289,CUST-5289,User289,user289@example.com,India,English,Email,Product,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.33,Medium,AI provided a helpful response.,TRUE,Pending,4,3,FALSE,2025-12-29T03:31:19.728667
TKT-10290,CUST-5290,User290,user290@example.com,UK,Arabic,WhatsApp,Delivery,Bug Report,Customer is facing an issue and needs support.,Complaint,0.71,Critical,AI provided a helpful response.,TRUE,Resolved,35,1,FALSE,2026-01-02T21:28:19.728667
TKT-10291,CUST-5291,User291,user291@example.com,UAE,French,WhatsApp,Account,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.04,High,AI provided a helpful response.,FALSE,Escalated,58,3,FALSE,2025-12-22T01:16:19.728667
TKT-10292,CUST-5292,User292,user292@example.com,USA,Arabic,Email,Account,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.77,Critical,AI provided a helpful response.,TRUE,Escalated,60,3,FALSE,2026-01-05T17:39:19.728667
TKT-10293,CUST-5293,User293,user293@example.com,Pakistan,Urdu,Chat,Account,Refund Request,Customer is facing an issue and needs support.,Complaint,0.78,Medium,AI provided a helpful response.,TRUE,Escalated,3,1,FALSE,2026-01-04T16:48:19.728667
TKT-10294,CUST-5294,User294,user294@example.com,France,Arabic,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Complaint,0.19,Critical,AI provided a helpful response.,FALSE,Pending,50,1,FALSE,2025-12-05T15:30:19.728667
TKT-10295,CUST-5295,User295,user295@example.com,UK,Hindi,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.76,Medium,AI provided a helpful response.,FALSE,Resolved,36,5,TRUE,2025-12-27T12:22:19.728667
TKT-10296,CUST-5296,User296,user296@example.com,Pakistan,Arabic,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.49,Medium,AI provided a helpful response.,FALSE,Resolved,72,1,TRUE,2025-12-03T07:32:19.728667
TKT-10297,CUST-5297,User297,user297@example.com,India,English,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.62,Medium,AI provided a helpful response.,FALSE,Escalated,51,5,TRUE,2025-12-22T08:22:19.728667
TKT-10298,CUST-5298,User298,user298@example.com,Pakistan,English,Chat,Billing,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.42,High,AI provided a helpful response.,TRUE,Resolved,22,2,TRUE,2025-12-21T06:51:19.728667
TKT-10299,CUST-5299,User299,user299@example.com,Germany,English,Email,Billing,Bug Report,Customer is facing an issue and needs support.,Get Help,0,Low,AI provided a helpful response.,TRUE,Resolved,29,5,TRUE,2026-01-07T18:07:19.728667
TKT-10300,CUST-5300,User300,user300@example.com,Pakistan,German,WhatsApp,Account,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.52,Medium,AI provided a helpful response.,TRUE,Escalated,15,1,FALSE,2026-01-08T13:56:19.728667
TKT-10301,CUST-5301,User301,user301@example.com,UK,English,Email,Delivery,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.95,Critical,AI provided a helpful response.,FALSE,Resolved,36,3,TRUE,2026-01-14T08:34:19.728667
TKT-10302,CUST-5302,User302,user302@example.com,Germany,French,WhatsApp,Technical,Login Issue,Customer is facing an issue and needs support.,Get Help,0.57,High,AI provided a helpful response.,FALSE,Pending,60,4,TRUE,2026-01-07T11:45:19.728667
TKT-10303,CUST-5303,User303,user303@example.com,Canada,Urdu,WhatsApp,Product,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.94,Critical,AI provided a helpful response.,FALSE,Pending,29,5,FALSE,2026-01-09T08:07:19.728667
TKT-10304,CUST-5304,User304,user304@example.com,Canada,French,Email,Account,Bug Report,Customer is facing an issue and needs support.,Request Info,0.74,Medium,AI provided a helpful response.,FALSE,Escalated,70,5,TRUE,2026-01-05T12:38:19.728667
TKT-10305,CUST-5305,User305,user305@example.com,UAE,Arabic,WhatsApp,Product,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0,Critical,AI provided a helpful response.,TRUE,Escalated,59,1,TRUE,2026-01-08T23:40:19.728667
TKT-10306,CUST-5306,User306,user306@example.com,UAE,German,Web,Product,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.43,High,AI provided a helpful response.,FALSE,Escalated,53,1,FALSE,2025-12-26T00:44:19.728667
TKT-10307,CUST-5307,User307,user307@example.com,USA,English,Web,Account,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.79,High,AI provided a helpful response.,FALSE,Pending,4,5,TRUE,2026-01-07T05:01:19.728667
TKT-10308,CUST-5308,User308,user308@example.com,France,Hindi,WhatsApp,Product,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.9,Low,AI provided a helpful response.,TRUE,Escalated,51,3,FALSE,2026-01-22T16:51:19.728667
TKT-10309,CUST-5309,User309,user309@example.com,India,English,Web,Billing,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.51,Low,AI provided a helpful response.,TRUE,Resolved,51,2,TRUE,2025-12-26T06:39:19.728667
TKT-10310,CUST-5310,User310,user310@example.com,UK,English,Chat,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.12,Low,AI provided a helpful response.,TRUE,Escalated,13,2,FALSE,2026-01-30T20:49:19.728667
TKT-10311,CUST-5311,User311,user311@example.com,Canada,Hindi,Web,Account,Refund Request,Customer is facing an issue and needs support.,Request Info,0.74,Medium,AI provided a helpful response.,FALSE,Pending,32,4,TRUE,2026-01-01T06:17:19.728667
TKT-10312,CUST-5312,User312,user312@example.com,UAE,German,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Request Info,0.06,Medium,AI provided a helpful response.,FALSE,Resolved,19,4,TRUE,2026-02-04T22:34:19.728667
TKT-10313,CUST-5313,User313,user313@example.com,India,French,Chat,Billing,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.18,Critical,AI provided a helpful response.,FALSE,Pending,22,2,TRUE,2025-12-22T23:45:19.728667
TKT-10314,CUST-5314,User314,user314@example.com,France,Urdu,Chat,Billing,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.87,Low,AI provided a helpful response.,FALSE,Pending,27,3,TRUE,2025-12-04T07:37:19.728667
TKT-10315,CUST-5315,User315,user315@example.com,France,English,Email,Technical,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.89,Medium,AI provided a helpful response.,TRUE,Escalated,42,1,FALSE,2026-02-04T05:33:19.728667
TKT-10316,CUST-5316,User316,user316@example.com,UK,French,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.23,Medium,AI provided a helpful response.,FALSE,Pending,50,5,TRUE,2025-12-12T16:42:19.728667
TKT-10317,CUST-5317,User317,user317@example.com,UK,French,Email,Product,Refund Request,Customer is facing an issue and needs support.,Get Help,0.08,Low,AI provided a helpful response.,FALSE,Escalated,4,1,FALSE,2025-12-17T03:52:19.728667
TKT-10318,CUST-5318,User318,user318@example.com,France,Urdu,Email,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.19,High,AI provided a helpful response.,FALSE,Escalated,1,2,TRUE,2026-01-25T23:05:19.728667
TKT-10319,CUST-5319,User319,user319@example.com,France,Hindi,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.23,High,AI provided a helpful response.,FALSE,Escalated,23,5,TRUE,2025-12-22T18:16:19.728667
TKT-10320,CUST-5320,User320,user320@example.com,Pakistan,Urdu,Email,Billing,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.83,Medium,AI provided a helpful response.,TRUE,Resolved,29,3,TRUE,2026-01-17T10:32:19.728667
TKT-10321,CUST-5321,User321,user321@example.com,India,English,Web,Technical,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.57,Low,AI provided a helpful response.,TRUE,Resolved,71,2,TRUE,2026-01-20T04:59:19.728667
TKT-10322,CUST-5322,User322,user322@example.com,Germany,Urdu,Web,Product,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.83,Low,AI provided a helpful response.,FALSE,Resolved,25,5,FALSE,2025-12-08T23:22:19.728667
TKT-10323,CUST-5323,User323,user323@example.com,France,Urdu,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Get Help,-0.36,Medium,AI provided a helpful response.,TRUE,Resolved,51,4,FALSE,2026-01-01T14:37:19.728667
TKT-10324,CUST-5324,User324,user324@example.com,Germany,German,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.29,Low,AI provided a helpful response.,TRUE,Escalated,47,4,FALSE,2026-01-11T10:31:19.728667
TKT-10325,CUST-5325,User325,user325@example.com,Germany,Hindi,Web,Technical,Refund Request,Customer is facing an issue and needs support.,Complaint,0.43,High,AI provided a helpful response.,TRUE,Resolved,1,3,FALSE,2026-01-26T02:22:19.728667
TKT-10326,CUST-5326,User326,user326@example.com,UAE,Urdu,Email,Product,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.68,Critical,AI provided a helpful response.,TRUE,Pending,49,3,FALSE,2025-12-27T11:32:19.728667
TKT-10327,CUST-5327,User327,user327@example.com,India,Urdu,Email,Account,Bug Report,Customer is facing an issue and needs support.,Complaint,0.68,Medium,AI provided a helpful response.,FALSE,Escalated,68,5,TRUE,2026-01-18T17:42:19.728667
TKT-10328,CUST-5328,User328,user328@example.com,USA,Hindi,Web,Billing,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.83,Low,AI provided a helpful response.,FALSE,Escalated,57,1,TRUE,2026-01-14T13:01:19.728667
TKT-10329,CUST-5329,User329,user329@example.com,India,Urdu,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.59,Low,AI provided a helpful response.,FALSE,Pending,54,5,FALSE,2025-12-10T18:25:19.728667
TKT-10330,CUST-5330,User330,user330@example.com,Pakistan,Arabic,Chat,Delivery,Login Issue,Customer is facing an issue and needs support.,Cancel Service,-0.35,High,AI provided a helpful response.,TRUE,Pending,19,3,TRUE,2025-12-17T23:43:19.728667
TKT-10331,CUST-5331,User331,user331@example.com,India,French,Chat,Delivery,Login Issue,Customer is facing an issue and needs support.,Get Help,0.85,High,AI provided a helpful response.,TRUE,Pending,16,4,TRUE,2025-12-26T03:12:19.728667
TKT-10332,CUST-5332,User332,user332@example.com,Canada,Urdu,Chat,Account,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.88,Medium,AI provided a helpful response.,FALSE,Escalated,7,4,FALSE,2025-12-18T01:55:19.728667
TKT-10333,CUST-5333,User333,user333@example.com,India,Arabic,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.77,High,AI provided a helpful response.,FALSE,Resolved,60,2,TRUE,2026-02-09T14:02:19.728667
TKT-10334,CUST-5334,User334,user334@example.com,India,English,Web,Account,Login Issue,Customer is facing an issue and needs support.,Request Info,0.09,Medium,AI provided a helpful response.,FALSE,Escalated,63,4,TRUE,2026-01-20T11:49:19.728667
TKT-10335,CUST-5335,User335,user335@example.com,Pakistan,French,Email,Technical,Login Issue,Customer is facing an issue and needs support.,Complaint,0.44,Medium,AI provided a helpful response.,TRUE,Resolved,56,1,TRUE,2025-12-25T02:05:19.728667
TKT-10336,CUST-5336,User336,user336@example.com,Canada,German,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.12,Low,AI provided a helpful response.,FALSE,Pending,13,3,TRUE,2026-01-05T21:55:19.728667
TKT-10337,CUST-5337,User337,user337@example.com,India,Urdu,Web,Product,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.61,Critical,AI provided a helpful response.,TRUE,Resolved,30,4,TRUE,2025-12-02T23:32:19.728667
TKT-10338,CUST-5338,User338,user338@example.com,Canada,Arabic,Web,Product,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.21,High,AI provided a helpful response.,TRUE,Resolved,70,1,TRUE,2026-01-27T03:27:19.728667
TKT-10339,CUST-5339,User339,user339@example.com,Australia,German,Chat,Product,Login Issue,Customer is facing an issue and needs support.,Complaint,0.93,High,AI provided a helpful response.,FALSE,Resolved,9,4,FALSE,2025-12-22T10:20:19.728667
TKT-10340,CUST-5340,User340,user340@example.com,UAE,German,Email,Delivery,Refund Request,Customer is facing an issue and needs support.,Get Help,0.05,Medium,AI provided a helpful response.,TRUE,Resolved,9,2,FALSE,2026-01-15T22:14:19.728667
TKT-10341,CUST-5341,User341,user341@example.com,UAE,Arabic,Web,Delivery,Bug Report,Customer is facing an issue and needs support.,Request Info,0.53,Low,AI provided a helpful response.,FALSE,Pending,58,3,FALSE,2026-01-21T12:17:19.728667
TKT-10342,CUST-5342,User342,user342@example.com,France,German,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.08,Medium,AI provided a helpful response.,TRUE,Resolved,6,1,TRUE,2026-01-12T04:41:19.728667
TKT-10343,CUST-5343,User343,user343@example.com,Pakistan,Hindi,Email,Delivery,Payment Failure,Customer is facing an issue and needs support.,Get Help,-0.23,Critical,AI provided a helpful response.,TRUE,Resolved,61,2,FALSE,2025-12-10T12:50:19.728667
TKT-10344,CUST-5344,User344,user344@example.com,Canada,English,Email,Technical,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.14,Critical,AI provided a helpful response.,FALSE,Pending,34,5,FALSE,2025-12-09T10:41:19.728667
TKT-10345,CUST-5345,User345,user345@example.com,USA,English,Chat,Account,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.49,Medium,AI provided a helpful response.,FALSE,Escalated,17,5,FALSE,2026-02-02T23:47:19.728667
TKT-10346,CUST-5346,User346,user346@example.com,UAE,Urdu,Web,Technical,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.81,Low,AI provided a helpful response.,TRUE,Pending,42,5,FALSE,2026-01-20T20:04:19.728667
